timestamp,source_ip,http_method,requested_url,query_params,is_malicious
2023-03-16T10:00:00Z,192.168.1.100,GET,/api/v1/product/view,product_id=12345,false
2023-03-16T10:00:01Z,192.168.1.101,GET,/api/v1/product/view,product_id=67890,false
2023-03-16T10:00:02Z,192.168.1.102,GET,/api/v1/product/view,product_id=11111,false
2023-03-16T10:00:03Z,192.168.1.103,GET,/api/v1/product/view,product_id=22222,false
2023-03-16T10:00:04Z,192.168.1.104,GET,/api/v1/product/view,product_id=33333,false
2023-03-16T10:00:05Z,192.168.1.105,GET,/api/v1/product/view,product_id=OR 1=1 --,true
2023-03-16T10:00:06Z,192.168.1.106,GET,/api/v1/product/view,product_id=UNION SELECT table_name --,true
2023-03-16T10:00:07Z,192.168.1.107,GET,/api/v1/product/view,product_id=SELECT * FROM users --,true
2023-03-16T10:00:08Z,192.168.1.108,GET,/api/v1/product/view,product_id=AND 1=2 --,true
2023-03-16T10:00:09Z,192.168.1.109,GET,/api/v1/product/view,product_id=ORDER BY 1 --,true
